Location,UWI,Reading Time,Average Amps (A) (Raw),Drive Frequency (Hz) (Raw),Intake Pressure (psi) (Raw),Discharge Pressure (psi) (Raw),Intake Temperature (F) (Raw),Motor Temperature (F) (Raw),Vibration (gravit) (Raw)
SKW-18,SKW-18,2025-06-10 14:10:00,58.3,45,8915.00000000018,14412.9999999996,2577.999999992,3016.000000004,59.0000000000314
SKW-18,SKW-18,2025-06-10 14:20:00,58.2,45,8919.00000000011,14346.0000000001,2577.000000002,3016.999999994,62.9999999995669
SKW-18,SKW-18,2025-06-10 14:30:00,58.1,45,8919.99999999937,14393,2577.000000002,3016.999999994,61.000000000309
SKW-18,SKW-18,2025-06-10 14:40:00,58.2,45,8870.99999999948,14404.0000000005,2577.000000002,3016.000000004,59.0000000000314
SKW-18,SKW-18,2025-06-10 14:50:00,58.2,45,8966.00000000004,14410.9999999997,2577.999999992,3016.000000004,61.000000000309
SKW-18,SKW-18,2025-06-10 15:00:00,58.1,45,8985.00000000044,14352,2579,3016.000000004,57.9999999998926
SKW-18,SKW-18,2025-06-10 15:10:00,58.1,45,8901.99999999968,14404.0000000005,2577.999999992,3012.999999998,63.9999999997057
SKW-18,SKW-18,2025-06-10 15:20:00,58.2,45,8882.00000000002,14428.9999999994,2577.000000002,3014.000000006,59.0000000000314
SKW-18,SKW-18,2025-06-10 15:30:00,58.1,45,8954.9999999995,14424.0000000002,2577.999999992,3018.000000002,56.9999999997538
SKW-18,SKW-18,2025-06-10 15:40:00,58.2,45,8969.00000000071,14430.0000000001,2579,3016.000000004,60.0000000001702
SKW-18,SKW-18,2025-06-10 15:50:00,58.2,45,8878.99999999934,14418.0000000003,2577.999999992,3014.000000006,62.0000000004478
SKW-18,SKW-18,2025-06-10 16:00:00,58.2,45,8860.99999999965,14336.9999999995,2577.000000002,3016.999999994,56.9999999997538
SKW-18,SKW-18,2025-06-10 16:10:00,58.1,45,8975.99999999987,14330.0000000003,2577.999999992,3018.000000002,55.0000000004959
SKW-18,SKW-18,2025-06-10 16:20:00,58.1,45,8983.00000000048,14322.9999999997,2579,3012.999999998,61.000000000309
SKW-18,SKW-18,2025-06-10 16:30:00,58,45,8878.99999999934,14363.0000000005,2579,3014.000000006,60.0000000001702
SKW-18,SKW-18,2025-06-10 16:40:00,58.3,45,8866.99999999955,14240.0000000004,2577.000000002,3016.999999994,62.9999999995669
SKW-18,SKW-18,2025-06-10 16:50:00,58.2,45,8944.00000000041,14338.9999999995,2577.999999992,3016.999999994,59.0000000000314
SKW-18,SKW-18,2025-06-10 17:00:00,58.2,45,8930.99999999991,14348,2579,3014.999999996,57.9999999998926
SKW-18,SKW-18,2025-06-10 17:10:00,58.2,45,8893.00000000055,14275.0000000005,2577.999999992,3014.999999996,56.9999999997538
SKW-18,SKW-18,2025-06-10 17:20:00,58.3,45,8895.00000000052,14244.0000000003,2577.999999992,3018.999999992,59.0000000000314
SKW-18,SKW-18,2025-06-10 17:30:00,58.2,45,8907.00000000032,14307,2577.999999992,3018.999999992,55.999999999615
SKW-18,SKW-18,2025-06-10 17:40:00,58.2,45,8913.00000000021,14295.0000000002,2577.999999992,3018.000000002,56.9999999997538
SKW-18,SKW-18,2025-06-10 17:50:00,58.2,45,8907.99999999957,14295.0000000002,2577.000000002,3016.999999994,59.0000000000314
SKW-18,SKW-18,2025-06-10 18:00:00,58.3,45,8942.00000000045,14289.0000000003,2577.999999992,3018.000000002,55.999999999615
SKW-18,SKW-18,2025-06-10 18:10:00,58.1,45,8940.99999999974,14293.9999999995,2577.999999992,3016.000000004,60.0000000001702
SKW-18,SKW-18,2025-06-10 18:20:00,58.1,45,8917.00000000015,14269.0000000006,2577.999999992,3016.000000004,57.9999999998926
SKW-18,SKW-18,2025-06-10 18:30:00,58.2,45,8919.99999999937,14195.9999999997,2577.000000002,3016.000000004,60.0000000001702
SKW-18,SKW-18,2025-06-10 18:40:00,58.2,45,8964.99999999933,14297.9999999994,2577.999999992,3014.999999996,62.9999999995669
SKW-18,SKW-18,2025-06-10 18:50:00,58.2,45,8913.00000000021,14277.0000000005,2579,3012.999999998,61.000000000309
SKW-18,SKW-18,2025-06-10 19:00:00,58.1,45,8913.00000000021,14299.9999999994,2579,3012.999999998,62.9999999995669
SKW-18,SKW-18,2025-06-10 19:10:00,58.1,45,8907.00000000032,14162.9999999995,2577.999999992,3016.000000004,56.9999999997538
SKW-18,SKW-18,2025-06-10 19:20:00,58.1,45,8903.99999999964,14240.9999999997,2577.999999992,3016.000000004,60.0000000001702
SKW-18,SKW-18,2025-06-10 19:30:00,58.3,45,8901.00000000042,14244.9999999996,2579,3014.999999996,56.9999999997538
SKW-18,SKW-18,2025-06-10 19:40:00,58.1,45,8880.99999999931,14328.9999999996,2579,3016.000000004,61.000000000309
SKW-18,SKW-18,2025-06-10 19:50:00,58.2,45,8878.00000000008,14209.9999999995,2577.999999992,3018.999999992,60.0000000001702
SKW-18,SKW-18,2025-06-10 20:00:00,58.2,45,8889.99999999988,14287.9999999996,2577.999999992,3018.000000002,60.0000000001702
SKW-18,SKW-18,2025-06-10 20:10:00,58.3,45,8907.00000000032,14289.0000000003,2577.999999992,3018.000000002,59.0000000000314
SKW-18,SKW-18,2025-06-10 20:20:00,58.2,45,8901.00000000042,14281.9999999997,2577.999999992,3018.999999992,61.000000000309
SKW-18,SKW-18,2025-06-10 20:30:00,58.3,45,8915.00000000018,14275.9999999998,2577.999999992,3018.999999992,61.000000000309
SKW-18,SKW-18,2025-06-10 20:40:00,58.2,45,8915.99999999944,14297.0000000002,2577.000000002,3018.999999992,55.0000000004959
SKW-18,SKW-18,2025-06-10 20:50:00,58.2,45,8944.00000000041,14283.9999999997,2577.999999992,3018.999999992,62.9999999995669
SKW-18,SKW-18,2025-06-10 21:00:00,58.1,45,8923.9999999993,14279.9999999997,2577.999999992,3016.999999994,61.000000000309
SKW-18,SKW-18,2025-06-10 21:10:00,58.2,45,8880.00000000005,14367.9999999997,2577.000000002,3016.000000004,62.0000000004478
SKW-18,SKW-18,2025-06-10 21:20:00,58.1,45,898.0002724251,1434.50043518351,257.799999992,301.699999994,0.06220268881
SKW-18,SKW-18,2025-06-10 21:23:22,58.2,45,900.400273153439,1434.70043524457,257.9,301.800000002,0.06016325639
SKW-18,SKW-18,2025-06-10 21:23:41,,,,1436.80043588132,,,
SKW-18,SKW-18,2025-06-10 21:23:44,,,,1436.80043588132,,,
SKW-18,SKW-18,2025-06-10 21:23:48,,,,,,,0.05914354018
SKW-18,SKW-18,2025-06-10 21:23:52,,,,,,,0.05914354018
SKW-18,SKW-18,2025-06-10 21:23:57,,,,,257.9,,
SKW-18,SKW-18,2025-06-10 21:24:01,,,,,257.9,,
SKW-18,SKW-18,2025-06-10 21:24:04,,,,,,301.699999994,
SKW-18,SKW-18,2025-06-10 21:24:13,,,,,,301.699999994,
SKW-18,SKW-18,2025-06-10 21:24:21,,,901.300273426747,,,,
SKW-18,SKW-18,2025-06-10 21:24:26,,,901.300273426747,,,,
SKW-18,SKW-18,2025-06-10 21:30:00,58.1,45,897.500272273907,1437.20043600199,257.9,301.299999998,0.06526183744
SKW-18,SKW-18,2025-06-10 21:40:00,58.2,45,888.700269604782,1440.00043685244,257.9,301.400000006,0.06322240502
SKW-18,SKW-18,2025-06-10 21:50:00,58.2,45,887.500269239887,1434.00043503232,257.799999992,301.499999996,0.06526183744
SKW-18,SKW-18,2025-06-10 22:00:00,58.2,45,896.900272092185,1441.20043721588,257.9,301.800000002,0.06016325639
SKW-18,SKW-18,2025-06-10 22:10:00,58.2,45,892.000270604978,1430.60043400014,258.000000008,301.499999996,0.06526183744
SKW-18,SKW-18,2025-06-10 22:20:00,58.3,45,886.5002689375,1441.70043736708,257.9,301.499999996,0.05914354018
SKW-18,SKW-18,2025-06-10 22:30:00,58.3,45,886.5002689375,1429.20043357564,257.799999992,301.800000002,0.06016325639
SKW-18,SKW-18,2025-06-10 22:40:00,58.3,45,889.60026987809,1441.600437338,257.799999992,301.899999992,0.06424212123
SKW-18,SKW-18,2025-06-10 22:50:00,58.3,45,889.300269786503,1441.10043718535,257.799999992,301.800000002,0.06220268881
SKW-18,SKW-18,2025-06-10 23:00:00,58.3,45,889.700269907168,1440.70043706469,257.799999992,301.899999992,0.06016325639
SKW-18,SKW-18,2025-06-10 23:10:00,58.2,45,890.800270241534,1437.50043609357,257.799999992,301.899999992,0.06322240502
SKW-18,SKW-18,2025-06-10 23:20:00,58.3,45,892.800270847758,1435.10043536523,257.799999992,302,0.06016325639
SKW-18,SKW-18,2025-06-10 23:30:00,58.3,45,893.900271182124,1435.90043560801,257.799999992,301.899999992,0.06220268881
SKW-18,SKW-18,2025-06-10 23:40:00,58.2,45,892.700270817229,1437.30043603251,257.700000002,301.699999994,0.06220268881
SKW-18,SKW-18,2025-06-10 23:50:00,58.3,45,888.600269574253,1442.20043751972,257.799999992,301.800000002,0.06016325639
SKW-18,SKW-18,2025-06-11 00:00:00,58.3,45,896.900272092185,1444.400438187,257.799999992,301.699999994,0.05608439155
SKW-18,SKW-18,2025-06-11 00:10:00,58.2,45,900.30027312291,1440.30043694257,257.9,301.699999994,0.0611829726
SKW-18,SKW-18,2025-06-11 00:20:00,58.2,45,893.900271182124,1432.80043466742,257.9,301.499999996,0.06220268881
SKW-18,SKW-18,2025-06-11 00:30:00,58.3,45,889.700269907168,1438.90043651807,257.799999992,301.400000006,0.06526183744
SKW-18,SKW-18,2025-06-11 00:40:00,58.3,45,892.400270727093,1439.60043673032,257.9,301.499999996,0.06220268881
SKW-18,SKW-18,2025-06-11 00:50:00,58.3,45,892.400270727093,1435.70043554695,257.9,301.400000006,0.06220268881
SKW-18,SKW-18,2025-06-11 01:00:00,58.3,45,887.700269300944,1433.80043497126,257.9,301.499999996,0.06016325639
SKW-18,SKW-18,2025-06-11 01:10:00,58.2,45,886.200268845914,1428.0004332122,257.9,301.800000002,0.06220268881
SKW-18,SKW-18,2025-06-11 01:20:00,58.2,45,887.600269270416,1435.50043548735,257.799999992,301.899999992,0.06322240502
SKW-18,SKW-18,2025-06-11 01:30:00,58.2,45,889.800269937697,1434.8004352751,257.799999992,301.899999992,0.05710410776
SKW-18,SKW-18,2025-06-11 01:40:00,58.2,45,889.800269937697,1435.20043539576,257.799999992,301.899999992,0.05914354018
SKW-18,SKW-18,2025-06-11 01:50:00,58.2,45,890.800270241534,1434.8004352751,257.799999992,301.899999992,0.0611829726
SKW-18,SKW-18,2025-06-11 02:00:00,58.2,45,891.700270514842,1434.40043515298,257.799999992,301.899999992,0.06220268881
SKW-18,SKW-18,2025-06-11 02:10:00,58.2,45,891.500270453785,1435.0004353347,257.799999992,302,0.05608439155
SKW-18,SKW-18,2025-06-11 02:20:00,58.3,45,892.100270635507,1439.70043676085,257.700000002,302,0.06424212123
SKW-18,SKW-18,2025-06-11 02:30:00,58.2,45,893.40027103093,1436.90043591185,257.700000002,301.800000002,0.06220268881
SKW-18,SKW-18,2025-06-11 02:40:00,58.3,45,896.50027197007,1437.80043618516,257.799999992,301.899999992,0.05914354018
SKW-18,SKW-18,2025-06-11 02:50:00,58.1,45,890.500270149948,1437.90043621424,257.700000002,301.699999994,0.0611829726
SKW-18,SKW-18,2025-06-11 03:00:00,58.2,45,899.900273002245,1438.10043627529,257.9,301.899999992,0.06424212123
SKW-18,SKW-18,2025-06-11 03:10:00,58.1,45,897.800272365493,1438.10043627529,258.000000008,301.400000006,0.06220268881
SKW-18,SKW-18,2025-06-11 03:20:00,58.1,45,891.200270362199,1441.00043715483,258.000000008,301.299999998,0.05710410776
SKW-18,SKW-18,2025-06-11 03:30:00,58.2,45,886.700268997107,1426.00043260452,257.799999992,301.499999996,0.06526183744
SKW-18,SKW-18,2025-06-11 03:40:00,58.2,45,894.100271243181,1435.30043542629,257.9,301.800000002,0.06322240502
SKW-18,SKW-18,2025-06-11 03:50:00,58.1,45,892.600270788151,1434.40043515298,258.000000008,301.499999996,0.06424212123
SKW-18,SKW-18,2025-06-11 04:00:00,58.1,45,887.30026918028,1437.20043600199,258.000000008,301.600000004,0.05608439155
SKW-18,SKW-18,2025-06-11 04:10:00,58.2,45,886.700268997107,1421.70043130049,257.9,301.800000002,0.06016325639
SKW-18,SKW-18,2025-06-11 04:20:00,58.2,45,889.100269725446,1437.40043606304,257.799999992,301.899999992,0.06016325639
SKW-18,SKW-18,2025-06-11 04:30:00,58.3,45,889.800269937697,1435.60043551643,257.799999992,301.899999992,0.06016325639
SKW-18,SKW-18,2025-06-11 04:40:00,58.2,45,890.000269998754,1433.80043497126,257.799999992,301.899999992,0.06016325639
SKW-18,SKW-18,2025-06-11 04:50:00,58.3,45,891.200270362199,1434.1004350614,257.799999992,302,0.06424212123
SKW-18,SKW-18,2025-06-11 05:00:00,58.2,45,891.900270574449,1434.1004350614,257.799999992,302.100000008,0.05812382397
SKW-18,SKW-18,2025-06-11 05:10:00,58.2,45,891.600270484314,1434.40043515298,257.799999992,302,0.06016325639
SKW-18,SKW-18,2025-06-11 05:20:00,58.2,45,892.200270666036,1433.70043494073,257.799999992,301.899999992,0.05914354018
SKW-18,SKW-18,2025-06-11 05:30:00,58.2,45,894.500271363846,1436.60043582026,257.799999992,302,0.06526183744
SKW-18,SKW-18,2025-06-11 05:40:00,58.2,45,896.400271940991,1435.20043539576,257.700000002,301.899999992,0.0611829726
SKW-18,SKW-18,2025-06-11 05:50:00,58.2,45,898.600272608273,1434.20043509192,257.9,301.699999994,0.05812382397
SKW-18,SKW-18,2025-06-11 06:00:00,58.2,45,888.80026963531,1436.90043591185,258.000000008,301.299999998,0.05608439155
SKW-18,SKW-18,2025-06-11 06:10:00,58.3,45,893.900271182124,1439.10043657913,257.9,301.299999998,0.06220268881
SKW-18,SKW-18,2025-06-11 06:20:00,58.1,45,896.50027197007,1421.90043136154,257.9,301.600000004,0.0611829726
SKW-18,SKW-18,2025-06-11 06:20:16,,,896.700272031127,,,,
SKW-18,SKW-18,2025-06-11 06:20:46,,,896.800272061656,,,,
SKW-18,SKW-18,2025-06-11 06:20:51,,,,,258.000000008,,
SKW-18,SKW-18,2025-06-11 06:20:55,,,,,,301.600000004,
SKW-18,SKW-18,2025-06-11 06:21:04,,,,,,,0.06730126986
SKW-18,SKW-18,2025-06-11 06:22:06,,,,1437.10043597146,,,
SKW-18,SKW-18,2025-06-11 06:23:31,58.2,,,,,,
SKW-18,SKW-18,2025-06-11 06:30:00,58.2,45,892.600270788151,1425.20043236174,258.099999998,301.499999996,0.06016325639
SKW-18,SKW-18,2025-06-11 06:40:00,58.3,45,886.300268876443,1428.10043324127,258.000000008,301.400000006,0.06220268881
SKW-18,SKW-18,2025-06-11 06:50:00,58.1,45,885.500268633663,1428.60043339392,257.9,301.800000002,0.06220268881
SKW-18,SKW-18,2025-06-11 07:00:00,58.1,45,887.700269300944,1423.30043178605,257.799999992,301.899999992,0.0611829726
SKW-18,SKW-18,2025-06-11 07:10:00,58.3,45,888.400269513195,1431.70043433451,257.9,301.800000002,0.06016325639
SKW-18,SKW-18,2025-06-11 07:20:00,58.2,45,887.500269239887,1429.80043375736,257.799999992,301.800000002,0.0611829726
SKW-18,SKW-18,2025-06-11 07:30:00,58.2,45,888.700269604782,1428.10043324127,257.799999992,302,0.0611829726
SKW-18,SKW-18,2025-06-11 07:40:00,58.3,45,889.200269755975,1429.80043375736,257.799999992,301.899999992,0.06220268881
SKW-18,SKW-18,2025-06-11 07:50:00,58.2,45,890.500270149948,1429.4004336367,257.799999992,301.899999992,0.0611829726
SKW-18,SKW-18,2025-06-11 08:00:00,58.1,45,890.900270272063,1424.40043211896,257.799999992,302,0.05914354018
SKW-18,SKW-18,2025-06-11 08:10:00,58.2,45,891.600270484314,1422.6004315738,257.799999992,302,0.06322240502
SKW-18,SKW-18,2025-06-11 08:20:00,58.2,45,891.900270574449,1422.8004316334,257.799999992,301.800000002,0.06016325639
SKW-18,SKW-18,2025-06-11 08:30:00,58.3,45,893.500271060009,1423.00043169446,257.799999992,301.899999992,0.06322240502
SKW-18,SKW-18,2025-06-11 08:40:00,58.2,45,890.800270241534,1423.60043187618,257.799999992,301.800000002,0.05914354018
SKW-18,SKW-18,2025-06-11 08:50:00,58.2,45,898.200272486157,1434.90043530417,257.9,301.899999992,0.06220268881
SKW-18,SKW-18,2025-06-11 09:00:00,58.3,45,896.200271879934,1430.40043393908,258.000000008,301.600000004,0.06016325639
SKW-18,SKW-18,2025-06-11 09:10:00,57.7,45,894.000271212652,1430.40043393908,258.000000008,301.299999998,0.06220268881
SKW-18,SKW-18,2025-06-11 09:20:00,57.9,45,885.300268572606,1412.7004285703,257.9,301.1,0.06220268881
SKW-18,SKW-18,2025-06-11 09:30:00,57.9,45,890.200270059812,1424.30043208843,257.9,301.1,0.06424212123
SKW-18,SKW-18,2025-06-11 09:40:00,57.9,45,891.500270453785,1421.10043111877,258.000000008,301.299999998,0.05608439155
SKW-18,SKW-18,2025-06-11 09:50:00,57.8,45,886.600268968029,1427.60043309008,258.000000008,301.499999996,0.05812382397
SKW-18,SKW-18,2025-06-11 10:00:00,58,45,885.400268603134,1415.80042951089,257.9,301.400000006,0.06016325639
SKW-18,SKW-18,2025-06-11 10:10:00,57.9,45,887.600269270416,1426.50043275716,257.799999992,301.600000004,0.05302524292
SKW-18,SKW-18,2025-06-11 10:20:00,57.9,45,889.100269725446,1424.40043211896,257.799999992,301.499999996,0.06220268881
SKW-18,SKW-18,2025-06-11 10:30:00,57.8,45,889.900269968226,1422.30043148221,257.799999992,301.400000006,0.0611829726
SKW-18,SKW-18,2025-06-11 10:40:00,58,45,889.700269907168,1424.0004319983,257.9,301.600000004,0.0611829726
SKW-18,SKW-18,2025-06-11 10:50:00,57.9,45,889.200269755975,1425.4004324228,257.799999992,301.499999996,0.0611829726
SKW-18,SKW-18,2025-06-11 11:00:00,57.9,45,889.400269817032,1423.90043196777,257.799999992,301.699999994,0.06016325639
SKW-18,SKW-18,2025-06-11 11:10:00,58,45,892.500270757622,1427.30043299849,257.799999992,301.600000004,0.06322240502
SKW-18,SKW-18,2025-06-11 11:20:00,57.9,45,893.300271000401,1423.20043175552,257.799999992,301.400000006,0.05812382397
SKW-18,SKW-18,2025-06-11 11:30:00,57.9,45,887.900269362002,1430.00043381842,257.799999992,301.299999998,0.0611829726
SKW-18,SKW-18,2025-06-11 11:40:00,57.9,45,892.500270757622,1428.90043348405,257.799999992,301.400000006,0.05710410776
SKW-18,SKW-18,2025-06-11 11:50:00,57.8,45,904.700274458923,1427.30043299849,258.099999998,301.400000006,0.0611829726
SKW-18,SKW-18,2025-06-11 12:00:00,57.8,45,893.100270939344,1425.80043254346,258.099999998,300.999999992,0.06322240502
SKW-18,SKW-18,2025-06-11 12:10:00,57.9,45,881.400267389236,1431.90043439411,258.000000008,300.999999992,0.06322240502
SKW-18,SKW-18,2025-06-11 12:20:00,57.9,45,888.500269543724,1424.40043211896,257.9,301.299999998,0.06016325639
SKW-18,SKW-18,2025-06-11 12:30:00,57.8,45,893.300271000401,1427.20043296942,258.000000008,301.299999998,0.06220268881
SKW-18,SKW-18,2025-06-11 12:40:00,57.8,45,885.300268572606,1428.70043342445,258.000000008,301.1,0.06016325639
SKW-18,SKW-18,2025-06-11 12:50:00,57.8,45,883.200267935853,1420.20043084546,257.9,301.299999998,0.06220268881
SKW-18,SKW-18,2025-06-11 13:00:00,57.9,45,885.900268754328,1424.60043218002,257.9,301.699999994,0.06322240502
SKW-18,SKW-18,2025-06-11 13:10:00,57.8,45,887.500269239887,1428.10043324127,257.9,301.600000004,0.05710410776
SKW-18,SKW-18,2025-06-11 13:20:00,57.8,45,887.200269149751,1426.70043281677,257.9,301.499999996,0.05914354018
SKW-18,SKW-18,2025-06-11 13:30:00,57.9,45,887.600269270416,1425.70043251438,257.799999992,301.600000004,0.0611829726
SKW-18,SKW-18,2025-06-11 13:40:00,57.8,45,890.100270029283,1426.8004328473,257.9,301.699999994,0.0611829726
SKW-18,SKW-18,2025-06-11 13:50:00,57.9,45,889.100269725446,1429.6004336963,257.799999992,301.499999996,0.06220268881
SKW-18,SKW-18,2025-06-11 14:00:00,57.8,45,890.000269998754,1428.50043336339,257.799999992,301.600000004,0.0611829726
SKW-18,SKW-18,2025-06-11 14:10:00,57.9,45,890.900270272063,1428.0004332122,257.799999992,301.600000004,0.0611829726
SKW-18,SKW-18,2025-06-11 14:20:00,57.9,45,892.600270788151,1426.40043272664,257.9,301.600000004,0.06424212123
SKW-18,SKW-18,2025-06-11 14:30:00,57.9,45,891.300270392727,1435.30043542629,257.799999992,301.600000004,0.06016325639
SKW-18,SKW-18,2025-06-11 14:40:00,57.9,45,898.500272577744,1428.70043342445,257.799999992,301.699999994,0.06322240502
SKW-18,SKW-18,2025-06-11 14:50:00,57.9,45,894.800271455432,1429.6004336963,258.000000008,301.200000008,0.06016325639
SKW-18,SKW-18,2025-06-11 15:00:00,57.8,45,891.000270302591,1444.50043821753,258.099999998,301.1,0.06220268881
SKW-18,SKW-18,2025-06-11 15:10:00,57.8,45,890.900270272063,1419.80043072334,257.9,301.200000008,0.05914354018
SKW-18,SKW-18,2025-06-11 15:20:00,57.9,45,894.600271394375,1427.00043290836,258.000000008,301.299999998,0.05812382397
SKW-18,SKW-18,2025-06-11 15:30:00,57.9,45,888.300269482666,1421.20043114929,258.099999998,300.900000002,0.06322240502
SKW-18,SKW-18,2025-06-11 15:40:00,57.9,45,884.400268299297,1430.00043381842,258.000000008,301.200000008,0.06220268881
SKW-18,SKW-18,2025-06-11 15:50:00,57.9,45,884.300268270219,1415.50042941931,257.9,301.600000004,0.06016325639
SKW-18,SKW-18,2025-06-11 16:00:00,57.9,45,887.100269119222,1428.0004332122,257.9,301.600000004,0.06016325639
SKW-18,SKW-18,2025-06-11 16:10:00,57.9,45,887.000269088693,1429.4004336367,257.9,301.600000004,0.06220268881
SKW-18,SKW-18,2025-06-11 16:20:00,57.9,45,887.200269149751,1427.00043290836,257.9,301.699999994,0.06016325639
SKW-18,SKW-18,2025-06-11 16:30:00,58,45,888.500269543724,1427.30043299849,257.9,301.699999994,0.05608439155
SKW-18,SKW-18,2025-06-11 16:40:00,58,45,889.200269755975,1427.40043302902,257.9,301.600000004,0.0611829726
SKW-18,SKW-18,2025-06-11 16:50:00,57.9,45,889.800269937697,1427.80043315114,257.9,301.699999994,0.06526183744
SKW-18,SKW-18,2025-06-11 17:00:00,57.9,45,890.400270119419,1427.50043305955,257.9,301.800000002,0.06220268881
SKW-18,SKW-18,2025-06-11 17:10:00,57.9,45,890.300270090341,1427.90043318167,257.799999992,301.600000004,0.05812382397
SKW-18,SKW-18,2025-06-11 17:20:00,57.8,45,891.700270514842,1426.50043275716,257.799999992,301.600000004,0.06220268881
SKW-18,SKW-18,2025-06-11 17:30:00,57.9,45,888.500269543724,1434.50043518351,257.799999992,301.699999994,0.0611829726
SKW-18,SKW-18,2025-06-11 17:40:00,57.8,45,900.000273032774,1431.50043427345,257.9,301.699999994,0.06424212123
SKW-18,SKW-18,2025-06-11 17:50:00,57.9,45,905.70027476131,1427.80043315114,258.099999998,301.499999996,0.06016325639
SKW-18,SKW-18,2025-06-11 18:00:00,57.9,45,888.80026963531,1434.40043515298,258.099999998,300.900000002,0.05812382397
SKW-18,SKW-18,2025-06-11 18:10:00,58.1,45,885.200268542077,1427.70043312061,257.9,301.1,0.06220268881
SKW-18,SKW-18,2025-06-11 18:20:00,57.9,45,894.20027127226,1434.00043503232,258.000000008,301.299999998,0.06220268881
SKW-18,SKW-18,2025-06-11 18:30:00,57.8,45,890.000269998754,1428.0004332122,258.200000006,301.1,0.06220268881
SKW-18,SKW-18,2025-06-11 18:40:00,57.8,45,882.500267723602,1420.30043087599,258.099999998,301.1,0.06220268881
SKW-18,SKW-18,2025-06-11 18:50:00,57.8,45,882.800267815188,1418.30043026831,257.9,301.400000006,0.06424212123
SKW-18,SKW-18,2025-06-11 19:00:00,57.8,45,885.00026848247,1422.40043151274,257.9,301.699999994,0.05914354018
SKW-18,SKW-18,2025-06-11 19:10:00,58,45,885.800268725249,1423.70043190671,257.9,301.600000004,0.0611829726
SKW-18,SKW-18,2025-06-11 19:20:00,58.1,45,886.400268906971,1420.60043096612,257.9,301.699999994,0.06016325639
SKW-18,SKW-18,2025-06-11 19:30:00,58.1,45,887.200269149751,1419.70043069281,257.9,301.699999994,0.06322240502
SKW-18,SKW-18,2025-06-11 19:40:00,57.9,45,887.900269362002,1420.30043087599,257.9,301.699999994,0.05914354018
SKW-18,SKW-18,2025-06-11 19:50:00,58,45,888.400269513195,1417.70043008659,257.9,301.800000002,0.0611829726
SKW-18,SKW-18,2025-06-11 20:00:00,57.9,45,889.200269755975,1417.2004299354,257.799999992,301.600000004,0.06016325639
SKW-18,SKW-18,2025-06-11 20:10:00,57.9,45,890.500270149948,1416.20042963156,257.9,301.600000004,0.06220268881
SKW-18,SKW-18,2025-06-11 20:20:00,57.9,45,887.000269088693,1420.90043105771,257.9,301.600000004,0.06424212123
SKW-18,SKW-18,2025-06-11 20:30:00,57.9,45,890.300270090341,1426.30043269611,257.799999992,301.499999996,0.0611829726
SKW-18,SKW-18,2025-06-11 20:40:00,58,45,899.50027288013,1420.10043081493,258.000000008,301.800000002,0.06220268881
SKW-18,SKW-18,2025-06-11 20:50:00,57.9,45,893.40027103093,1418.70043039043,258.099999998,301.299999998,0.05710410776
SKW-18,SKW-18,2025-06-11 21:00:00,57.9,45,883.900268148104,1429.20043357564,257.9,301.299999998,0.06322240502
SKW-18,SKW-18,2025-06-11 21:10:00,57.8,45,891.300270392727,1408.90042741746,257.9,301.600000004,0.06322240502
SKW-18,SKW-18,2025-06-11 21:20:00,57.8,45,894.300271302788,1422.30043148221,258.099999998,301.299999998,0.06322240502
SKW-18,SKW-18,2025-06-11 21:30:00,57.8,45,886.100268815385,1422.8004316334,258.099999998,301.299999998,0.06322240502
SKW-18,SKW-18,2025-06-11 21:40:00,58,45,880.000266964735,1410.60042793355,257.9,301.400000006,0.06016325639
SKW-18,SKW-18,2025-06-11 21:50:00,58,45,887.700269300944,1419.30043057215,257.9,301.699999994,0.06220268881
SKW-18,SKW-18,2025-06-11 22:00:00,57.9,45,890.600270180477,1421.20043114929,258.000000008,301.499999996,0.0611829726
SKW-18,SKW-18,2025-06-11 22:10:00,57.8,45,886.400268906971,1425.20043236174,258.000000008,301.400000006,0.05812382397
SKW-18,SKW-18,2025-06-11 22:20:00,57.8,45,885.00026848247,1418.30043026831,258.000000008,301.800000002,0.0611829726
SKW-18,SKW-18,2025-06-11 22:30:00,57.9,45,887.000269088693,1423.60043187618,257.9,301.699999994,0.06016325639
SKW-18,SKW-18,2025-06-11 22:40:00,57.9,45,888.400269513195,1423.10043172499,257.9,301.800000002,0.06016325639
SKW-18,SKW-18,2025-06-11 22:50:00,57.9,45,889.100269725446,1424.40043211896,257.9,301.800000002,0.06220268881
SKW-18,SKW-18,2025-06-11 23:00:00,57.8,45,889.60026987809,1424.50043214949,257.9,301.699999994,0.06220268881
SKW-18,SKW-18,2025-06-11 23:10:00,58,45,889.000269694917,1425.4004324228,257.9,301.699999994,0.0611829726
SKW-18,SKW-18,2025-06-11 23:20:00,58,45,889.200269755975,1436.50043578973,257.9,301.699999994,0.06220268881
SKW-18,SKW-18,2025-06-11 23:30:00,57.9,45,891.600270484314,1432.80043466742,257.9,301.800000002,0.06016325639
SKW-18,SKW-18,2025-06-11 23:40:00,57.8,45,904.100274275751,1429.00043351458,258.000000008,301.699999994,0.05812382397
SKW-18,SKW-18,2025-06-11 23:50:00,57.8,45,893.300271000401,1426.90043287783,258.099999998,301.1,0.05914354018
SKW-18,SKW-18,2025-06-12 00:00:00,57.8,45,883.40026799691,1439.20043660966,258.099999998,301.200000008,0.06220268881
