Location,UWI,Reading Time,Average Amps (A) (Raw),Drive Frequency (Hz) (Raw),Intake Pressure (psi) (Raw),Discharge Pressure (psi) (Raw),Intake Temperature (F) (Raw),Motor Temperature (F) (Raw),Vibration (gravit) (Raw)
SKW-18,SKW-18,2025-07-29 12:10:00,58.7,45,881.700267480823,1243.10037711843,258.900000008,309.000000002,0.0611829726
SKW-18,SKW-18,2025-07-29 12:11:37,58.9,,884.100268209161,1267.10038439892,258.900000008,309.2,0.06220268881
SKW-18,SKW-18,2025-07-29 12:12:41,58.8,,883.900268148104,1269.40038509673,258.900000008,309.2,0.05710410776
SKW-18,SKW-18,2025-07-29 12:20:00,58.8,45,888.600269574253,1337.70040581733,258.999999998,309.300000008,0.0611829726
SKW-18,SKW-18,2025-07-29 12:30:00,58.8,45,883.200267935853,1278.90038797956,258.999999998,309.000000002,0.06220268881
SKW-18,SKW-18,2025-07-29 12:36:37,58.7,,881.600267450294,1339.0004062113,258.900000008,308.899999994,0.05812382397
SKW-18,SKW-18,2025-07-29 12:40:00,58.8,45,,,,,
SKW-18,SKW-18,2025-07-29 12:49:19,58.8,,886.700268997107,1312.40039814142,258.900000008,309.2,0.06220268881
SKW-18,SKW-18,2025-07-29 12:50:00,,,886.700268997107,1312.40039814142,258.900000008,309.2,0.06220268881
SKW-18,SKW-18,2025-07-29 12:55:30,,,888.80026963531,1314.20039868804,258.999999998,309.2,0.06016325639
SKW-18,SKW-18,2025-07-29 12:57:34,58.8,,887.400269209358,1312.10039805129,258.999999998,309.099999992,0.06016325639
SKW-18,SKW-18,2025-07-29 13:00:00,58.8,45,886.800269027636,1308.20039686792,258.999999998,309.000000002,0.05914354018
SKW-18,SKW-18,2025-07-29 13:00:34,58.8,,886.300268876443,1308.60039698858,258.999999998,309.000000002,0.05710410776
SKW-18,SKW-18,2025-07-29 13:06:24,58.8,,880.300267056321,1323.10040138769,258.999999998,309.000000002,0.05710410776
SKW-18,SKW-18,2025-07-29 13:07:43,59,,881.000267268572,1325.90040223815,258.900000008,308.899999994,0.05812382397
SKW-18,SKW-18,2025-07-29 13:09:19,58.8,,881.600267450294,1323.90040163047,258.900000008,308.899999994,0.06424212123
SKW-18,SKW-18,2025-07-29 13:10:00,,,881.600267450294,1323.90040163047,258.900000008,308.899999994,0.06424212123
SKW-18,SKW-18,2025-07-29 13:12:36,58.7,,881.1002672991,1318.90040011419,258.900000008,308.899999994,0.06220268881
SKW-18,SKW-18,2025-07-29 13:19:44,58.8,,885.600268664192,1326.80040251,258.900000008,309.099999992,0.06220268881
SKW-18,SKW-18,2025-07-29 13:20:00,58.8,,885.600268664192,1326.80040251,258.900000008,309.099999992,0.06220268881
SKW-18,SKW-18,2025-07-29 13:21:52,58.8,,886.900269058165,1336.60040548297,258.900000008,309.2,0.06322240502
SKW-18,SKW-18,2025-07-29 13:24:49,58.8,,887.600269270416,1331.50040393615,258.900000008,309.2,0.05710410776
SKW-18,SKW-18,2025-07-29 13:28:25,58.8,,887.900269362002,1344.00040772904,258.999999998,309.300000008,0.0611829726
SKW-18,SKW-18,2025-07-29 13:29:18,58.8,,887.800269331473,1346.20040839632,258.999999998,309.099999992,0.05914354018
SKW-18,SKW-18,2025-07-29 13:30:00,,,887.800269331473,1346.20040839632,258.999999998,309.099999992,0.05914354018
SKW-18,SKW-18,2025-07-29 13:34:35,58.8,,885.00026848247,1323.40040147928,258.999999998,309.000000002,0.05914354018
SKW-18,SKW-18,2025-07-29 13:36:43,58.8,,883.100267905324,1286.10039016312,258.999999998,309.099999992,0.06016325639
SKW-18,SKW-18,2025-07-29 13:40:00,58.8,45,881.500267419765,1288.50039089146,258.900000008,308.899999994,0.06220268881
SKW-18,SKW-18,2025-07-29 13:42:37,58.9,,882.200267632016,1289.60039122583,258.900000008,309.000000002,0.06016325639
SKW-18,SKW-18,2025-07-29 13:47:41,,,880.800267207514,1247.60037848353,258.8,309.099999992,0.06220268881
SKW-18,SKW-18,2025-07-29 13:50:00,,,883.000267874795,1246.90037827127,258.8,309.099999992,0.05812382397
SKW-18,SKW-18,2025-07-29 13:57:37,58.7,,889.60026987809,1279.70038822234,258.900000008,309.099999992,0.06424212123
SKW-18,SKW-18,2025-07-29 14:00:00,59,45,889.900269968226,1292.90039222603,258.900000008,309.099999992,0.0611829726
SKW-18,SKW-18,2025-07-29 14:07:35,58.7,,888.600269574253,1282.10038894923,259.100000006,309.000000002,0.06220268881
SKW-18,SKW-18,2025-07-29 14:10:00,58.8,45,886.000268784856,1265.50038391336,259.100000006,308.899999994,0.06424212123
SKW-18,SKW-18,2025-07-29 14:12:38,58.7,,,,,,
SKW-18,SKW-18,2025-07-29 14:20:00,58.7,45,878.300266448647,1302.80039522952,258.900000008,308.899999994,0.05608439155
SKW-18,SKW-18,2025-07-29 14:25:40,,,885.500268633663,1282.80038916293,258.900000008,309.099999992,0.05812382397
SKW-18,SKW-18,2025-07-29 14:28:38,58.7,,889.700269907168,1286.60039031577,258.900000008,309.099999992,0.06322240502
SKW-18,SKW-18,2025-07-29 14:30:00,58.7,45,890.700270211005,1287.70039064868,258.900000008,309.099999992,0.06016325639
SKW-18,SKW-18,2025-07-29 14:34:49,58.8,,,,,,
SKW-18,SKW-18,2025-07-29 14:37:50,58.8,,893.800271151595,1289.70039125491,259.100000006,309.099999992,0.06220268881
SKW-18,SKW-18,2025-07-29 14:40:00,58.8,45,891.10027033312,1277.300387494,259.199999996,308.899999994,0.05608439155
SKW-18,SKW-18,2025-07-29 14:49:46,58.5,,882.000267572409,1287.90039070974,259.100000006,308.800000004,0.0611829726
SKW-18,SKW-18,2025-07-29 14:50:00,58.5,,882.000267572409,1287.90039070974,259.100000006,308.800000004,0.0611829726
SKW-18,SKW-18,2025-07-29 14:52:34,58.7,,880.700267176985,1295.00039286278,258.999999998,308.600000006,0.05914354018
SKW-18,SKW-18,2025-07-29 14:57:18,58.8,,875.700265660701,1305.70039610905,258.900000008,308.699999996,0.05608439155
SKW-18,SKW-18,2025-07-29 15:00:00,58.8,45,877.400266176789,1279.40038813075,258.8,308.800000004,0.0611829726
SKW-18,SKW-18,2025-07-29 15:02:39,58.8,,878.10026638904,1306.4003963213,258.8,309.000000002,0.06424212123
SKW-18,SKW-18,2025-07-29 15:07:44,58.8,,885.00026848247,1319.60040032644,258.900000008,309.099999992,0.06730126986
SKW-18,SKW-18,2025-07-29 15:10:00,58.8,45,887.800269331473,1320.30040053869,258.900000008,309.2,0.0611829726
SKW-18,SKW-18,2025-07-29 15:10:29,58.8,,888.300269482666,1321.4004008716,258.900000008,309.2,0.06220268881
SKW-18,SKW-18,2025-07-29 15:17:39,58.9,,890.200270059812,1319.10040017524,258.999999998,309.000000002,0.06424212123
SKW-18,SKW-18,2025-07-29 15:20:00,58.7,45,888.500269543724,1320.60040063027,259.100000006,309.000000002,0.0611829726
SKW-18,SKW-18,2025-07-29 15:23:21,58.8,,886.000268784856,1325.20040202444,259.100000006,308.699999996,0.05812382397
SKW-18,SKW-18,2025-07-29 15:30:00,58.7,45,881.90026754188,1327.70040278331,258.999999998,308.800000004,0.06220268881
SKW-18,SKW-18,2025-07-29 15:40:00,58.8,45,878.80026660129,1313.00039832459,258.900000008,308.800000004,0.06220268881
SKW-18,SKW-18,2025-07-29 15:50:00,58.8,45,885.300268572606,1333.70040460343,258.900000008,309.2,0.06322240502
SKW-18,SKW-18,2025-07-29 15:52:54,,,885.700268694721,1341.30040690911,258.900000008,309.099999992,0.05608439155
SKW-18,SKW-18,2025-07-29 15:55:48,58.7,,884.300268270219,1335.00040499886,258.900000008,309.099999992,0.0611829726
SKW-18,SKW-18,2025-07-29 15:58:43,58.8,,884.800268421412,1339.30040630289,258.900000008,309.000000002,0.06322240502
SKW-18,SKW-18,2025-07-29 16:00:00,58.8,45,884.300268270219,1336.10040533177,258.900000008,309.000000002,0.0611829726
SKW-18,SKW-18,2025-07-29 16:08:19,58.9,,884.100268209161,1337.30040569522,258.900000008,309.000000002,0.0611829726
SKW-18,SKW-18,2025-07-29 16:10:00,58.7,45,883.900268148104,1334.40040481568,258.900000008,309.000000002,0.0611829726
SKW-18,SKW-18,2025-07-29 16:11:17,58.7,,884.700268390883,1342.40040724348,258.900000008,309.000000002,0.06016325639
SKW-18,SKW-18,2025-07-29 16:12:14,58.7,,884.900268451941,1340.40040663581,258.900000008,309.099999992,0.06220268881
SKW-18,SKW-18,2025-07-29 16:17:45,58.8,,885.300268572606,1323.50040150981,258.900000008,309.000000002,0.06016325639
SKW-18,SKW-18,2025-07-29 16:20:00,58.8,45,885.200268542077,1319.50040029591,258.900000008,309.000000002,0.06424212123
SKW-18,SKW-18,2025-07-29 16:20:46,58.8,,884.700268390883,1318.90040011419,258.900000008,309.000000002,0.06220268881
SKW-18,SKW-18,2025-07-29 16:23:40,58.9,,,,,,
SKW-18,SKW-18,2025-07-29 16:26:19,58.8,,883.800268117575,1327.20040263212,258.900000008,309.000000002,0.0611829726
SKW-18,SKW-18,2025-07-29 16:30:00,58.9,45,879.700266874599,1338.50040606011,258.900000008,309.000000002,0.06220268881
SKW-18,SKW-18,2025-07-29 16:38:49,58.7,,888.200269452138,1339.30040630289,258.900000008,309.2,0.06016325639
SKW-18,SKW-18,2025-07-29 16:40:00,58.8,45,890.700270211005,1338.00040590892,258.900000008,309.2,0.06526183744
SKW-18,SKW-18,2025-07-29 16:42:36,58.7,,893.000270908815,1344.70040794129,258.900000008,309.099999992,0.06322240502
SKW-18,SKW-18,2025-07-29 16:45:22,58.8,,896.200271879934,1344.10040775812,258.999999998,309.2,0.06220268881
SKW-18,SKW-18,2025-07-29 16:46:36,58.8,,897.300272212849,1338.90040618078,258.999999998,309.300000008,0.06322240502
SKW-18,SKW-18,2025-07-29 16:50:00,58.9,45,899.900273002245,1343.70040763745,259.100000006,309.2,0.06322240502
SKW-18,SKW-18,2025-07-29 17:00:00,58.8,45,886.600268968029,1344.9004080009,259.199999996,308.499999998,0.06220268881
SKW-18,SKW-18,2025-07-29 17:00:22,58.8,,885.800268725249,1346.60040851699,259.199999996,308.499999998,0.0611829726
SKW-18,SKW-18,2025-07-29 17:01:34,,,884.000268178633,1348.00040894149,259.199999996,308.600000006,0.05812382397
SKW-18,SKW-18,2025-07-29 17:10:00,58.9,45,876.900266024145,1362.30041327954,259.100000006,308.600000006,0.05812382397
SKW-18,SKW-18,2025-07-29 17:20:00,58.8,45,884.700268390883,1354.00041076161,258.900000008,309.2,0.06424212123
SKW-18,SKW-18,2025-07-29 17:30:00,58.8,45,896.300271910462,1350.60040973088,258.999999998,309.099999992,0.06220268881
SKW-18,SKW-18,2025-07-29 17:40:00,58.8,45,883.900268148104,1350.10040957969,259.199999996,308.600000006,0.06220268881
SKW-18,SKW-18,2025-07-29 17:50:00,58.8,45,876.300265842423,1285.70039004246,259.100000006,308.600000006,0.05914354018
SKW-18,SKW-18,2025-07-29 18:00:00,58.9,45,875.00026544845,1276.1003871291,258.8,309.099999992,0.0611829726
SKW-18,SKW-18,2025-07-29 18:10:00,58.9,45,885.400268603134,1004.00030458252,258.999999998,309.2,0.05914354018
SKW-18,SKW-18,2025-07-29 18:20:00,58.9,45,886.100268815385,1286.40039025471,258.999999998,309.000000002,0.06220268881
SKW-18,SKW-18,2025-07-29 18:30:00,58.7,45,879.900266934206,1290.50039149769,258.999999998,308.899999994,0.06220268881
SKW-18,SKW-18,2025-07-29 18:40:00,58.8,45,880.40026708685,1190.0003610092,258.900000008,309.099999992,0.06322240502
SKW-18,SKW-18,2025-07-29 18:50:00,58.8,45,884.100268209161,1094.80033212858,258.900000008,309.2,0.06016325639
SKW-18,SKW-18,2025-07-29 19:00:00,58.8,45,883.600268056518,1074.70032603146,258.900000008,309.000000002,0.05914354018
SKW-18,SKW-18,2025-07-29 19:10:00,58.8,45,884.800268421412,1073.50032566656,258.900000008,309.000000002,0.0611829726
SKW-18,SKW-18,2025-07-29 19:20:00,58.8,45,882.300267662545,1114.80033819662,258.900000008,309.099999992,0.06016325639
SKW-18,SKW-18,2025-07-29 19:30:00,58.7,45,882.300267662545,1051.20031890216,258.8,309.2,0.06016325639
SKW-18,SKW-18,2025-07-29 19:40:00,58.8,45,893.000270908815,1017.40030864871,258.999999998,309.2,0.06016325639
SKW-18,SKW-18,2025-07-29 19:50:00,58.9,45,883.700268087046,1043.90031668662,258.999999998,308.800000004,0.06220268881
SKW-18,SKW-18,2025-07-29 20:00:00,58.7,45,888.300269482666,1045.40031714165,258.999999998,308.800000004,0.06424212123
SKW-18,SKW-18,2025-07-29 20:10:00,58.8,45,893.40027103093,1083.20032861045,259.100000006,309.099999992,0.0611829726
SKW-18,SKW-18,2025-07-29 20:20:00,58.5,45,883.600268056518,1124.30034107799,259.100000006,308.400000008,0.06016325639
SKW-18,SKW-18,2025-07-29 20:30:00,58.7,45,876.300265842423,1140.10034587108,258.999999998,308.499999998,0.05914354018
SKW-18,SKW-18,2025-07-29 20:40:00,58.8,45,882.400267693073,1194.00036222309,258.900000008,309.099999992,0.05914354018
SKW-18,SKW-18,2025-07-29 20:50:00,58.8,45,885.600268664192,1192.40036173753,258.999999998,309.2,0.05812382397
SKW-18,SKW-18,2025-07-29 21:00:00,58.8,45,882.200267632016,1170.20035500221,258.999999998,309.000000002,0.06424212123
SKW-18,SKW-18,2025-07-29 21:10:00,58.9,45,881.1002672991,1083.70032876164,258.900000008,309.000000002,0.06526183744
SKW-18,SKW-18,2025-07-29 21:20:00,58.8,45,883.000267874795,1109.50033658874,258.900000008,309.2,0.05914354018
SKW-18,SKW-18,2025-07-29 21:30:00,58.9,45,883.700268087046,1099.30033349367,258.900000008,309.099999992,0.06424212123
SKW-18,SKW-18,2025-07-29 21:40:00,58.7,45,884.400268299297,1194.80036246587,258.900000008,309.2,0.05812382397
SKW-18,SKW-18,2025-07-29 21:50:00,58.8,45,888.700269604782,1197.80036337593,258.900000008,309.2,0.06220268881
SKW-18,SKW-18,2025-07-29 22:00:00,58.8,45,886.900269058165,1204.60036543884,258.999999998,309.000000002,0.0611829726
SKW-18,SKW-18,2025-07-29 22:10:00,58.8,45,881.500267419765,1211.70036759332,258.900000008,308.899999994,0.0611829726
SKW-18,SKW-18,2025-07-29 22:20:00,59,45,882.400267693073,1223.10037105039,258.900000008,309.2,0.06220268881
SKW-18,SKW-18,2025-07-29 22:30:00,58.8,45,891.200270362199,1201.40036446772,258.999999998,309.2,0.0611829726
SKW-18,SKW-18,2025-07-29 22:40:00,58.8,45,889.500269847561,1159.00035160475,258.999999998,309.000000002,0.0611829726
SKW-18,SKW-18,2025-07-29 22:50:00,58.9,45,882.800267815188,1205.90036583281,258.900000008,308.899999994,0.05812382397
SKW-18,SKW-18,2025-07-29 23:00:00,58.7,45,890.500270149948,1157.60035118025,258.900000008,309.2,0.06322240502
SKW-18,SKW-18,2025-07-29 23:10:00,58.8,45,887.700269300944,1193.5003620719,259.100000006,308.899999994,0.06424212123
SKW-18,SKW-18,2025-07-29 23:20:00,58.8,45,882.100267601487,1081.70032815397,258.999999998,308.800000004,0.06016325639
SKW-18,SKW-18,2025-07-29 23:30:00,58.8,45,881.700267480823,1154.50035023966,258.900000008,309.099999992,0.05914354018
SKW-18,SKW-18,2025-07-29 23:40:00,58.8,45,885.500268633663,1195.30036261707,258.900000008,309.2,0.0611829726
SKW-18,SKW-18,2025-07-29 23:50:00,58.8,45,884.300268270219,1198.50036358818,258.900000008,309.000000002,0.06016325639
SKW-18,SKW-18,2025-07-30 00:00:00,58.8,45,883.700268087046,1240.30037626943,258.900000008,309.000000002,0.06016325639
SKW-18,SKW-18,2025-07-30 00:10:00,58.8,45,886.300268876443,1206.40036598545,258.900000008,309.099999992,0.06220268881
SKW-18,SKW-18,2025-07-30 00:20:00,58.8,45,886.400268906971,1216.80036914014,258.900000008,309.000000002,0.05914354018
SKW-18,SKW-18,2025-07-30 00:30:00,58.8,45,884.900268451941,1222.80037096026,258.900000008,309.000000002,0.06016325639
SKW-18,SKW-18,2025-07-30 00:40:00,58.7,45,884.800268421412,1225.4003717482,258.900000008,309.000000002,0.05812382397
SKW-18,SKW-18,2025-07-30 00:50:00,58.8,45,889.60026987809,1239.00037587401,258.999999998,308.899999994,0.0611829726
SKW-18,SKW-18,2025-07-30 01:00:00,58.7,45,880.100266995263,1240.50037632904,258.900000008,309.000000002,0.06730126986
SKW-18,SKW-18,2025-07-30 01:10:00,58.7,45,892.800270847758,1239.50037602665,258.999999998,309.099999992,0.06220268881
SKW-18,SKW-18,2025-07-30 01:20:00,58.7,45,893.200270969873,1222.00037071748,259.199999996,308.899999994,0.06220268881
SKW-18,SKW-18,2025-07-30 01:30:00,58.6,45,881.400267389236,1185.40035961358,259.100000006,308.699999996,0.06220268881
SKW-18,SKW-18,2025-07-30 01:40:00,58.8,45,876.100265781365,1207.90036644048,258.900000008,309.000000002,0.06424212123
SKW-18,SKW-18,2025-07-30 01:50:00,58.9,45,885.600268664192,1219.40036992808,258.900000008,309.099999992,0.0611829726
SKW-18,SKW-18,2025-07-30 02:00:00,58.8,45,887.400269209358,519.000157449238,258.999999998,308.899999994,0.05812382397
SKW-18,SKW-18,2025-07-30 02:10:00,58.7,45,882.200267632016,410.000124381758,258.999999998,308.899999994,0.0611829726
SKW-18,SKW-18,2025-07-30 02:20:00,58.8,45,882.200267632016,390.100118344247,258.900000008,309.099999992,0.06322240502
SKW-18,SKW-18,2025-07-30 02:30:00,58.8,45,883.800268117575,308.300093528373,258.900000008,309.099999992,0.06016325639
SKW-18,SKW-18,2025-07-30 02:40:00,59,45,883.000267874795,299.100090737133,258.8,309.000000002,0.05608439155
SKW-18,SKW-18,2025-07-30 02:50:00,58.8,45,888.100269423059,326.20009895966,258.900000008,309.099999992,0.05914354018
SKW-18,SKW-18,2025-07-30 03:00:00,58.8,45,889.000269694917,294.000089190319,258.999999998,309.000000002,0.06322240502
SKW-18,SKW-18,2025-07-30 03:10:00,58.7,45,885.100268511548,655.300198797402,258.999999998,309.000000002,0.06016325639
SKW-18,SKW-18,2025-07-30 03:20:00,58.9,45,881.600267450294,581.900176529988,258.900000008,309.2,0.05812382397
SKW-18,SKW-18,2025-07-30 03:30:00,58.8,45,893.500271060009,954.600289597043,258.900000008,309.2,0.05812382397
SKW-18,SKW-18,2025-07-30 03:40:00,58.8,45,895.800271757819,839.600254709441,259.100000006,309.000000002,0.0611829726
SKW-18,SKW-18,2025-07-30 03:50:00,58.8,45,883.200267935853,867.400263142769,259.100000006,308.600000006,0.06424212123
SKW-18,SKW-18,2025-07-30 04:00:00,58.8,45,879.800266903677,872.70026475064,258.900000008,308.800000004,0.06016325639
SKW-18,SKW-18,2025-07-30 04:10:00,58.8,45,884.100268209161,949.100287928114,258.8,309.2,0.06016325639
SKW-18,SKW-18,2025-07-30 04:20:00,58.9,45,889.100269725446,975.000295785747,258.999999998,309.099999992,0.06220268881
SKW-18,SKW-18,2025-07-30 04:30:00,58.7,45,887.700269300944,992.800301185055,259.100000006,308.899999994,0.0611829726
SKW-18,SKW-18,2025-07-30 04:40:00,58.7,45,881.800267511351,1008.00030579642,258.999999998,308.899999994,0.05710410776
SKW-18,SKW-18,2025-07-30 04:50:00,58.7,45,882.800267815188,1015.1003079509,258.900000008,309.099999992,0.0611829726
SKW-18,SKW-18,2025-07-30 05:00:00,58.8,45,885.400268603134,1044.60031690032,258.900000008,309.2,0.05506467534
SKW-18,SKW-18,2025-07-30 05:10:00,58.8,45,885.600268664192,1108.20033619332,258.900000008,309.099999992,0.0611829726
SKW-18,SKW-18,2025-07-30 05:20:00,58.8,45,884.000268178633,1116.00033856006,258.900000008,309.099999992,0.05710410776
SKW-18,SKW-18,2025-07-30 05:30:00,58.9,45,887.30026918028,1176.40035688339,258.900000008,309.2,0.05404495913
SKW-18,SKW-18,2025-07-30 05:40:00,58.9,45,886.5002689375,1176.60035694445,258.900000008,309.099999992,0.06016325639
SKW-18,SKW-18,2025-07-30 05:50:00,58.8,45,882.300267662545,1178.90035764226,258.8,309.099999992,0.05812382397
SKW-18,SKW-18,2025-07-30 06:00:00,58.8,45,894.100271243181,1184.6003593708,258.999999998,309.099999992,0.05914354018
SKW-18,SKW-18,2025-07-30 06:10:00,58.9,45,891.000270302591,1190.60036119092,259.100000006,308.899999994,0.05812382397
SKW-18,SKW-18,2025-07-30 06:20:00,58.7,45,881.400267389236,1198.00036343699,259.100000006,308.800000004,0.06016325639
SKW-18,SKW-18,2025-07-30 06:30:00,58.8,45,879.700266874599,1194.70036243534,258.900000008,309.099999992,0.06016325639
SKW-18,SKW-18,2025-07-30 06:40:00,58.8,45,886.000268784856,1207.80036640995,258.900000008,309.2,0.05506467534
SKW-18,SKW-18,2025-07-30 06:50:00,58.9,45,886.000268784856,0,258.999999998,309.099999992,0.0611829726
SKW-18,SKW-18,2025-07-30 07:00:00,58.7,45,883.000267874795,0,258.999999998,309.099999992,0.0611829726
SKW-18,SKW-18,2025-07-30 07:10:00,58.8,45,884.400268299297,0,258.900000008,309.2,0.06016325639
SKW-18,SKW-18,2025-07-30 07:20:00,59,45,879.800266903677,0,258.900000008,309.2,0.05914354018
SKW-18,SKW-18,2025-07-30 07:30:00,58.7,45,887.200269149751,0,258.900000008,309.099999992,0.05812382397
SKW-18,SKW-18,2025-07-30 07:40:00,58.7,45,892.600270788151,0,258.999999998,309.2,0.06220268881
SKW-18,SKW-18,2025-07-30 07:50:00,58.7,45,885.900268754328,0,259.100000006,308.899999994,0.06424212123
SKW-18,SKW-18,2025-07-30 08:00:00,58.8,45,876.100265781365,0,258.900000008,309.000000002,0.06220268881
SKW-18,SKW-18,2025-07-30 08:10:00,58.8,45,890.300270090341,0,258.999999998,309.300000008,0.06220268881
SKW-18,SKW-18,2025-07-30 08:20:00,58.7,45,893.000270908815,0,259.199999996,309.099999992,0.0611829726
SKW-18,SKW-18,2025-07-30 08:30:00,58.7,45,882.300267662545,0,259.100000006,308.899999994,0.05608439155
SKW-18,SKW-18,2025-07-30 08:40:00,58.8,45,879.300266752484,0,258.900000008,309.000000002,0.06016325639
SKW-18,SKW-18,2025-07-30 08:50:00,58.8,45,887.900269362002,0,258.900000008,309.300000008,0.06220268881
SKW-18,SKW-18,2025-07-30 09:00:00,58.8,45,892.100270635507,0,259.100000006,309.2,0.06220268881
SKW-18,SKW-18,2025-07-30 09:10:00,58.8,45,884.300268270219,0,259.100000006,308.699999996,0.05608439155
SKW-18,SKW-18,2025-07-30 09:20:00,58.8,45,880.200267025792,0,258.999999998,308.899999994,0.0611829726
SKW-18,SKW-18,2025-07-30 09:30:00,58.8,45,882.200267632016,0,258.900000008,309.2,0.05914354018
SKW-18,SKW-18,2025-07-30 09:40:00,58.8,45,885.700268694721,0,258.999999998,309.2,0.06424212123
SKW-18,SKW-18,2025-07-30 09:48:31,65,45,883.900268148104,0,258.900000008,309.099999992,0.06220268881
SKW-18,SKW-18,2025-07-30 09:50:00,65,45,883.40026799691,0,258.900000008,309.500000006,0.05608439155
SKW-18,SKW-18,2025-07-30 09:50:05,65.1,45,882.200267632016,0,258.900000008,310.299999998,0.0611829726
SKW-18,SKW-18,2025-07-30 09:55:05,65.1,45,885.100268511548,0,258.900000008,315.100000004,0.06016325639
SKW-18,SKW-18,2025-07-30 10:00:00,65.2,45,889.100269725446,0,258.999999998,316.999999994,0.06220268881
SKW-18,SKW-18,2025-07-30 10:10:00,65.5,45,889.900269968226,0,259.100000006,318.500000006,0.06220268881
SKW-18,SKW-18,2025-07-30 10:20:00,65.2,45,885.200268542077,0,259.199999996,318.700000004,0.05710410776
SKW-18,SKW-18,2025-07-30 10:30:00,65.6,45,873.400264962891,0,258.900000008,319.200000008,0.06016325639
SKW-18,SKW-18,2025-07-30 10:40:00,65.3,45,895.800271757819,206.200062554323,259.100000006,319.299999998,0.06424212123
SKW-18,SKW-18,2025-07-30 10:50:00,65.3,45,897.800272365493,839.70025473997,259.399999994,318.700000004,0.06526183744
SKW-18,SKW-18,2025-07-30 11:00:00,65.4,45,880.700267176985,664.300201527585,259.300000004,318.300000008,0.06220268881
SKW-18,SKW-18,2025-07-30 11:10:00,65.4,45,873.900265114084,1251.30037960584,258.900000008,318.799999994,0.0611829726
SKW-18,SKW-18,2025-07-30 11:20:00,65.4,45,887.200269149751,1351.00040985155,258.900000008,319.1,0.06016325639
SKW-18,SKW-18,2025-07-30 11:30:00,65.5,45,891.500270453785,1131.10034314089,259.199999996,318.599999996,0.06220268881
SKW-18,SKW-18,2025-07-30 11:40:00,65.9,45,883.200267935853,0,259.300000004,318.799999994,0.06322240502
SKW-18,SKW-18,2025-07-30 11:50:00,66.1,45,877.500266207317,0,259.100000006,319.400000006,0.05812382397
SKW-18,SKW-18,2025-07-30 12:00:00,66.9,45,880.100266995263,0,258.999999998,321.000000008,0.05608439155
SKW-18,SKW-18,2025-07-30 12:10:00,67.1,45,882.200267632016,0,258.999999998,321.600000002,0.05812382397
SKW-18,SKW-18,2025-07-30 12:20:00,67.2,45,881.800267511351,0,259.100000006,321.8,0.05914354018
SKW-18,SKW-18,2025-07-30 12:30:00,67,45,882.100267601487,0,259.100000006,321.8,0.0611829726
SKW-18,SKW-18,2025-07-30 12:40:00,66.5,45,883.900268148104,0,259.100000006,321.699999992,0.05710410776
SKW-18,SKW-18,2025-07-30 12:50:00,67.3,45,884.100268209161,0,259.100000006,321.699999992,0.06016325639
SKW-18,SKW-18,2025-07-30 13:00:00,66.7,45,884.700268390883,0,258.999999998,321.600000002,0.06424212123
SKW-18,SKW-18,2025-07-30 13:10:00,65.1,45,885.800268725249,734.000222672687,259.100000006,320.500000004,0.05812382397
SKW-18,SKW-18,2025-07-30 13:20:00,64.2,45,878.700266570762,764.400231895411,258.8,318.700000004,0.05914354018
SKW-18,SKW-18,2025-07-30 13:30:00,66.7,45,899.200272789995,611.900185632048,259.100000006,320.799999992,0.06424212123
SKW-18,SKW-18,2025-07-30 13:40:00,67.1,45,892.400270727093,552.000167459908,259.399999994,320.700000002,0.06424212123
SKW-18,SKW-18,2025-07-30 13:50:00,67,45,880.800267207514,664.400201558114,259.300000004,320.700000002,0.06424212123
SKW-18,SKW-18,2025-07-30 14:00:00,67,45,871.600264416274,852.900258743658,258.900000008,321.400000004,0.05812382397
SKW-18,SKW-18,2025-07-30 14:10:00,66.9,45,894.500271363846,955.000289717707,259.100000006,321.600000002,0.06730126986
SKW-18,SKW-18,2025-07-30 14:20:00,66.8,45,893.500271060009,888.700269604782,259.300000004,321.000000008,0.06220268881
SKW-18,SKW-18,2025-07-30 14:30:00,67.1,45,877.200266115731,838.90025449719,259.300000004,320.9,0.05608439155
SKW-18,SKW-18,2025-07-30 14:40:00,67.1,45,875.200265509507,844.400256164668,258.999999998,321.400000004,0.06322240502
SKW-18,SKW-18,2025-07-30 14:50:00,67.3,45,880.300267056321,836.800253858987,258.999999998,321.900000008,0.06220268881
SKW-18,SKW-18,2025-07-30 15:00:00,67.5,45,882.800267815188,768.000232987194,259.100000006,321.999999998,0.06016325639
SKW-18,SKW-18,2025-07-30 15:10:00,67.4,45,882.100267601487,749.200227284049,259.100000006,322.100000006,0.0611829726
SKW-18,SKW-18,2025-07-30 15:20:00,67.5,45,881.600267450294,793.200240632576,258.999999998,322.199999996,0.06424212123
SKW-18,SKW-18,2025-07-30 15:30:00,67.6,45,881.90026754188,780.900236900746,258.999999998,322.399999994,0.05608439155
SKW-18,SKW-18,2025-07-30 15:40:00,65.1,45,883.900268148104,806.600244697321,258.999999998,322.300000004,0.05914354018
SKW-18,SKW-18,2025-07-30 15:50:00,65,45,883.900268148104,806.600244697321,258.999999998,322.300000004,0.05914354018
SKW-18,SKW-18,2025-07-30 16:00:00,65.5,45,883.900268148104,806.600244697321,258.999999998,322.300000004,0.05914354018
